"","game_id","play_id","posteam","defteam","qtr","time","distance","yards_to_goal","score","fg_wp","punt_wp","go_wp","recommendation","choice","decision_value","desc","id"
"1",401234563,"401234563101878901","Georgia Tech","Florida State",1,"12:10",1,61,"0 - 0",0.393737411171281,0.526601796343658,0.521729007873888,"Punt","Go",-0.5,"Jordan Mason run for 2 yds to the GTech 41 for a 1ST down",1
"2",401234563,"401234563101937401","Georgia Tech","Florida State",1,"6:25",13,57,"0 - 7",0.184770942887482,0.270649679036586,0.225084441974517,"Punt","Punt",4.6,"Pressley Harvin III punt for 52 yds , Travis Jay returns for 15 yds to the FlaSt 20",2
"3",401234563,"401234563102954601","Georgia Tech","Florida State",2,"5:53",9,21,"0 - 10",0.219984189182199,NA,0.237269469570772,"Go","FG",-1.7,"Jude Kelley 38 Yard Field Goal Missed",3
"4",401234563,"401234563102985101","Georgia Tech","Florida State",2,"2:48",3,50,"0 - 10",0.135505675283027,0.157453506676653,0.174836876304425,"Go","Punt",-1.7,"Pressley Harvin III punt for 26 yds, punt out-of-bounds at the FlaSt 24",4
"5",401234563,"401234563104914301","Georgia Tech","Florida State",4,"9:56",14,15,"13 - 13",0.65218796349643,NA,0.604840261295254,"FG","FG",4.7,"Jude Kelley 32 yd FG GOOD",5
"6",401234563,"401234563104984801","Georgia Tech","Florida State",4,"2:51",21,63,"16 - 13",0.568268978761601,0.732069088389122,0.625205809910598,"Punt","Punt",10.7,"Pressley Harvin III punt for 46 yds, fair catch by Travis Jay at the FlaSt 17",6
"7",401234568,"401234568102885209","Georgia Tech","UCF",2,"12:47",5,47,"7 - 14",0.198174186980853,0.270075867703255,0.269668841131013,"Punt","Punt",0,"Pressley Harvin III punt for 37 yds, fair catch by Otis Anderson at the UCF 10",7
"8",401234568,"401234568102935604","Georgia Tech","UCF",2,"7:43",7,78,"7 - 21",0.0516033095346787,0.0779530744668789,0.0673590817640154,"Punt","Punt",1.1,"Pressley Harvin III punt for 56 yds, punt out-of-bounds at the UCF 22",8
"9",401234568,"401234568102986304","Georgia Tech","UCF",2,"2:36",3,26,"7 - 28",0.0340370760241069,NA,0.0366987836997076,"Go","Go",0.3,"Jeff Sims pass complete to Jalen Camp for 17 yds to the UCF 9 for a 1ST down",9
"10",401234568,"401234568103877105","Georgia Tech","UCF",3,"12:28",11,82,"14 - 28",0.0394771763983345,0.0635822827111516,0.053171290442174,"Punt","Punt",1,"Pressley Harvin III punt for 70 yds, downed at the UCF 12",10
"11",401234568,"401234568103907806","Georgia Tech","UCF",3,"9:21",2,54,"14 - 28",0.0500338604183527,0.0852259398031585,0.0840908541211786,"Punt","Punt",0.1,"Pressley Harvin III punt for 42 yds, fair catch by Otis Anderson at the UCF 12",11
"12",401234568,"401234568103959508","Georgia Tech","UCF",3,"4:04",9,27,"14 - 28",0.0965408383143135,NA,0.106889595688587,"Go","Go",1,"Jeff Sims run for 3 yds to the UCF 24",12
"13",401234568,"401234568104899504","Georgia Tech","UCF",4,"10:04",11,45,"21 - 35",0.03089036727803,0.0510164116500667,0.051215169347178,"Go","Go",0,"Jeff Sims run for 8 yds to the UCF 37",13
"14",401234594,"401234594101874604","Georgia Tech","Syracuse",1,"13:53",8,71,"0 - 0",0.373666423959214,0.498305002963056,0.448563968533883,"Punt","Punt",5,"Pressley Harvin III punt for 40 yds, punt out-of-bounds at the Syrac 31",14
"15",401234594,"401234594101987708","Georgia Tech","Syracuse",1,"1:22",11,80,"0 - 17",0.0315251489745625,0.0472118968962969,0.0396358512511373,"Punt","Punt",0.8,"Pressley Harvin III punt for 63 yds, punt out-of-bounds at the Syrac 17",15
"16",401234594,"401234594102869105","Georgia Tech","Syracuse",2,"13:08",13,68,"0 - 17",0.03290676102273,0.0515671997508278,0.0433601169131994,"Punt","Punt",0.8,"Pressley Harvin III punt for 44 yds, fair catch by Nykeim Johnson at the Syrac 24",16
"17",401234594,"401234594102906201","Georgia Tech","Syracuse",2,"10:37",8,24,"0 - 17",0.0760336627484019,NA,0.100876149430113,"Go","Go",2.5,"Jeff Sims pass complete to Jahmyr Gibbs for 24 yds for a TD, (Two-Point Conversion failed)",17
"18",401234594,"401234594102987703","Georgia Tech","Syracuse",2,"1:22",10,68,"13 - 23",0.122996401055983,0.149687309603814,0.144466442758,"Punt","Punt",0.5,"Pressley Harvin III punt for 64 yds, punt out-of-bounds at the Syrac 4",18
"19",401234594,"401234594104849904","Georgia Tech","Syracuse",4,"15:00",8,63,"20 - 30",0.0770207458986621,0.132229807063821,0.115342061354361,"Punt","Punt",1.7,"Pressley Harvin III punt for 42 yds, fair catch by Nykeim Johnson at the Syrac 21",19
"20",401234594,"401234594104876504","Georgia Tech","Syracuse",4,"13:34",4,63,"20 - 30",0.0691539218048541,0.120542411496225,0.11083296711855,"Punt","Punt",1,"Pressley Harvin III punt for 53 yds, fair catch by Nykeim Johnson at the Syrac 10",20
"21",401234594,"401234594104918909","Georgia Tech","Syracuse",4,"8:10",11,83,"20 - 37",0.00725549190266062,0.0125765274923154,0.0106839739091624,"Punt","Go",-0.2,"Jordan Yates sacked by Cody Roscoe for a loss of 8 yards to the GTech 9 Jordan Yates fumbled, recovered by Syrac Steve Linton , return for 0 yards",21
"22",401234594,"401234594104945705","Georgia Tech","Syracuse",4,"6:42",8,97,"20 - 37",0.00284498199341898,0.0053813588493361,0.00430569443201801,"Punt","Punt",0.1,"Pressley Harvin III punt for 39 yds , Nykeim Johnson returns for 13 yds to the GTech 29",22
"23",401234601,"401234601101884904","Georgia Tech","Louisville",1,"12:50",3,57,"0 - 0",0.40362044523146,0.535219845170526,0.510438673430568,"Punt","Go",-2.5,"Jerry Howard Jr. run for 9 yds to the Lvile 48 for a 1ST down",23
"24",401234601,"401234601101937804","Georgia Tech","Louisville",1,"6:21",1,87,"7 - 0",0.611452657483648,0.721131826493359,0.701923376951763,"Punt","Punt",1.9,"Pressley Harvin III punt for 48 yds , Rodjay Burns returns for 16 yds to the GTech 45",24
"25",401234601,"401234601102849906","Georgia Tech","Louisville",2,"15:00",7,57,"7 - 7",0.419305799705985,0.546903783870836,0.498950167021398,"Punt","Punt",4.8,"Pressley Harvin III punt for 57 yds for a touchback",25
"26",401234601,"401234601102926911","Georgia Tech","Louisville",2,"8:30",9,63,"7 - 14",0.181566493072098,0.253446711303648,0.22411302787124,"Punt","Punt",2.9,"Pressley Harvin III punt for 51 yds, fair catch by Javian Hawkins at the Lvile 12",26
"27",401234601,"401234601103849908","Georgia Tech","Louisville",3,"15:00",6,71,"14 - 21",0.151793706558329,0.230861336018842,0.200683819723435,"Punt","Punt",3,"Pressley Harvin III punt for 47 yds, downed at the Lvile 24",27
"28",401234601,"401234601104849908","Georgia Tech","Louisville",4,"15:00",16,48,"26 - 27",0.378011938650004,0.511989454175127,0.437186147755418,"Punt","Punt",7.5,"Pressley Harvin III punt for 36 yds, fair catch by Rodjay Burns at the Lvile 12",28
"29",401234610,"401234610101864201","Georgia Tech","Clemson",1,"14:57",5,70,"0 - 0",0.390956976125726,0.517696024022474,0.46028040749049,"Punt","Punt",5.7,"Pressley Harvin III punt for 37 yds, punt out-of-bounds at the Clem 33",29
"30",401234610,"401234610101906501","Georgia Tech","Clemson",1,"10:34",19,87,"0 - 0",0.336344818085221,0.444418163868702,0.368891510144689,"Punt","Punt",7.6,"Pressley Harvin III punt for 41 yds , Amari Rodgers returns for 13 yds to the GTech 41",30
"31",401234610,"401234610101974601","Georgia Tech","Clemson",1,"3:53",8,73,"7 - 17",0.103980431499509,0.158318177865081,0.13487773478092,"Punt","Punt",2.3,"Pressley Harvin III punt for 54 yds, punt out-of-bounds at the Clem 19",31
"32",401234610,"401234610102886701","Georgia Tech","Clemson",2,"12:32",4,76,"7 - 24",0.0303356385358653,0.0458858527736055,0.0435845564535987,"Punt","Punt",0.2,"Pressley Harvin III punt for 56 yds, fair catch by Amari Rodgers at the Clem 20",32
"33",401234610,"401234610102938601","Georgia Tech","Clemson",2,"6:13",18,83,"7 - 31",0.0116492995419413,0.0149540820881783,0.0119984740123839,"Punt","Punt",0.3,"Pressley Harvin III punt for 51 yds, fair catch by Amari Rodgers at the Clem 32",33
"34",401234610,"401234610102995201","Georgia Tech","Clemson",2,"1:47",6,35,"7 - 45",0.00426763992047536,0.0039563178166615,0.00257892660524168,"FG","Go",0,"Jeff Sims pass complete to Jahmyr Gibbs for 3 yds to the Clem 32",34
"35",401234610,"401234610103904701","Georgia Tech","Clemson",3,"10:52",8,34,"7 - 52",0.00107146046931115,0.0010206720327991,0.00070538120269738,"FG","Go",0,"Jeff Sims sacked by Jake Venables for a loss of 11 yards to the Clem 45",35
"36",401234610,"401234610103937901","Georgia Tech","Clemson",3,"6:20",3,68,"7 - 59",4.42282933837967e-05,8.57407987697734e-05,3.90853211265706e-05,"Punt","Punt",0,"Pressley Harvin III punt for 42 yds, fair catch by Will Swinney at the Clem 26",36
"37",401234610,"401234610103969501","Georgia Tech","Clemson",3,"3:04",3,65,"7 - 59",3.48509649640283e-05,6.86526348105954e-05,3.63629337946638e-05,"Punt","Punt",0,"Pressley Harvin III punt for 48 yds, fair catch by Will Brown at the Clem 17",37
"38",401234610,"401234610104899001","Georgia Tech","Clemson",4,"10:09",5,60,"7 - 66",6.9246154932312e-07,1.53831043714359e-06,2.11513507075307e-06,"Go","Punt",0,"Pressley Harvin III punt for 51 yds, downed at the Clem 9",38
"39",401234610,"401234610104945901","Georgia Tech","Clemson",4,"6:40",12,85,"7 - 73",7.99079291624594e-09,1.75663041890317e-08,4.40794066455268e-08,"Go","Punt",0,"Pressley Harvin III punt for 54 yds, downed at the Clem 31",39
"40",401234617,"401234617101854311","Georgia Tech","Boston College",1,"15:56",13,29,"0 - 0",0.613122405836591,NA,0.577043563596664,"FG","Go",-3.6,"Pressley Harvin III pass incomplete",40
"41",401234617,"401234617101974107","Georgia Tech","Boston College",1,"3:58",1,66,"0 - 14",0.0572099978169818,0.0922166769468205,0.0899041062171724,"Punt","Punt",0.2,"Pressley Harvin III punt for 52 yds",41
"42",401234617,"401234617102997304","Georgia Tech","Boston College",2,"0:26",4,77,"14 - 34",0.021536376239692,0.0266754903119396,0.0263855590303498,"Punt","Punt",0,"Pressley Harvin III punt for 54 yds, fair catch by Jaelen Gill at the BC 23",42
"43",401234617,"401234617103875008","Georgia Tech","Boston College",3,"13:49",4,44,"14 - 41",0.00820518058369024,0.0106987434809998,0.00912558209320523,"Punt","Go",-0.2,"Jeff Sims pass complete to Malachi Carter for 5 yds to the BC 39 for a 1ST down",43
"44",401234617,"401234617103989007","Georgia Tech","Boston College",3,"1:09",2,67,"21 - 48",0.00435632561933985,0.00582970012331674,0.00370830471039851,"Punt","Punt",0.1,"Pressley Harvin III punt for 50 yds, fair catch by Jaelen Gill at the BC 17",44
"45",401234617,"401234617104856904","Georgia Tech","Boston College",4,"14:30",7,52,"21 - 48",0.00414648863919187,0.00566485769472924,0.00462085982035377,"Punt","Go",-0.1,"James Graham pass complete to Jahmyr Gibbs for 28 yds to the BC 24 for a 1ST down",45
"46",401234617,"401234617104926902","Georgia Tech","Boston College",4,"8:30",13,19,"27 - 48",0.00976844838588941,NA,0.00970118168325557,"FG","Go",0,"James Graham run for 5 yds to the BC 14",46
"47",401234617,"401234617104979605","Georgia Tech","Boston College",4,"2:03",5,61,"27 - 48",0.000211210760944436,0.000297531411685426,0.000226527919674157,"Punt","Punt",0,"Pressley Harvin III punt for 48 yds, fair catch by Jaelen Gill at the BC 13",47
"48",401234626,"401234626101966401","Georgia Tech","Notre Dame",1,"4:35",13,64,"0 - 7",0.173186971627535,0.255247830150748,0.211232372685496,"Punt","Punt",4.4,"Pressley Harvin III punt for 29 yds, fair catch by Matt Salerno at the NDame 35",48
"49",401234626,"401234626102914101","Georgia Tech","Notre Dame",2,"9:58",1,66,"7 - 14",0.174592963402192,0.247890580148203,0.237120662441853,"Punt","Punt",1.1,"Pressley Harvin III punt for 42 yds, fair catch by Matt Salerno at the NDame 24",49
"50",401234626,"401234626102964001","Georgia Tech","Notre Dame",2,"4:59",2,45,"7 - 14",0.20939607661223,0.256207291706296,0.270268013140506,"Go","Go",1.4,"Jahmyr Gibbs run for a loss of 6 yards to the GTech 49",50
"51",401234626,"401234626103918401","Georgia Tech","Notre Dame",3,"8:15",23,73,"7 - 24",0.0230841365170007,0.0376939638862281,0.0279557801261613,"Punt","Punt",1,"Pressley Harvin III punt for 36 yds, fair catch by Matt Salerno at the NDame 37",51
"52",401234626,"401234626103976801","Georgia Tech","Notre Dame",3,"3:31",22,26,"7 - 24",0.0530597400184295,NA,0.0511090042657694,"FG","FG",0.2,"Jude Kelley 44 yd FG MISSED",52
"53",401234626,"401234626104885501","Georgia Tech","Notre Dame",4,"12:44",6,58,"7 - 31",0.00438630011710228,0.00661465245658144,0.00597595212550083,"Punt","Punt",0.1,"Pressley Harvin III punt for 58 yds for a touchback",53
"54",401234626,"401234626104946101","Georgia Tech","Notre Dame",4,"6:38",14,46,"13 - 31",0.0048630687528477,0.0078729911816473,0.00845403192065548,"Go","Go",0.1,"Jeff Sims pass incomplete",54
"55",401234652,"401234652101877510","Georgia Tech","Duke",1,"12:24",21,80,"7 - 0",0.625467674774627,0.736176793925781,0.652566726264762,"Punt","Punt",8.4,"Austin Kent punt for 37 yds",55
"56",401234652,"401234652101964905","Georgia Tech","Duke",1,"1:50",9,79,"14 - 7",0.648160224781091,0.753238693009451,0.691437510671848,"Punt","Punt",6.2,"Austin Kent punt for 36 yds DUKE Penalty, roughing the kicker ( Yards) declined",56
"57",401234652,"401234652102865606","Georgia Tech","Duke",2,"14:43",19,72,"14 - 14",0.374569212811341,0.494321248366829,0.412100987683967,"Punt","Punt",8.2,"Austin Kent punt for 51 yds",57
"58",401234652,"401234652102955402","Georgia Tech","Duke",2,"1:45",6,37,"28 - 23",0.718409829043373,0.702119164926928,0.727239905238268,"Go","Go",0.9,"Jeff Sims pass incomplete to Peje' Harris GEORGIA TECH Penalty, Defensive holding ( Yards) declined",58
"59",401234652,"401234652103936705","Georgia Tech","Duke",3,"7:32",7,37,"35 - 26",0.861147953944186,0.882309597322305,0.86851706791033,"Punt","Go",-1.4,"Jeff Sims pass incomplete to Jordan Mason",59
"60",401234659,"401234659101866207","Georgia Tech","NC State",1,"14:37",8,59,"0 - 0",0.414752497812935,0.548479772386907,0.49265842773649,"Punt","Punt",5.6,"Pressley Harvin III punt for 45 yds , Thayer Thomas returns for no gain to the NCSt 14",60
"61",401234659,"401234659101894704","Georgia Tech","NC State",1,"11:52",8,60,"0 - 0",0.396355618954647,0.529294701810981,0.484809718631188,"Punt","Punt",4.4,"Pressley Harvin III punt for 60 yds for a touchback",61
"62",401234659,"401234659101948010","Georgia Tech","NC State",1,"5:19",22,75,"0 - 3",0.260443066174533,0.359121275725969,0.288320924151043,"Punt","Punt",7.1,"Pressley Harvin III punt for 38 yds , Thayer Thomas returns for 18 yds to the GTech 45",62
"63",401234659,"401234659102927708","Georgia Tech","NC State",2,"7:22",2,34,"7 - 17",0.196946569154261,0.188648896482646,0.213355108198876,"Go","Go",1.6,"Jordan Mason run for a loss of 1 yard to the NCSt 35",63
"64",401234659,"401234659102996603","Georgia Tech","NC State",2,"1:33",6,17,"7 - 20",0.137856233190082,NA,0.139270537405156,"Go","Go",0.1,"Jeff Sims pass complete to Jordan Mason for 4 yds to the NCSt 13",64
"65",401234659,"401234659103914601","Georgia Tech","NC State",3,"9:53",1,7,"7 - 20",0.142945002224104,NA,0.196116877942557,"Go","FG",-5.3,"Gavin Stewart 26 yd FG GOOD",65
"66",401234659,"401234659104886701","Georgia Tech","NC State",4,"12:32",1,5,"10 - 20",0.184732171032175,NA,0.269695628366018,"Go","FG",-8.5,"Gavin Stewart 22 yd FG GOOD",66
"67",401234659,"401234659104966807","Georgia Tech","NC State",4,"4:31",1,51,"13 - 23",0.0177861235603065,0.031221546355186,0.0462453195109796,"Go","Go",1.5,"Jeff Sims pass incomplete to Dontae Smith",67
"68",401261245,"401261245101964401","Georgia Tech","Pittsburgh",1,"4:55",1,1,"0 - 3",0.509958567989248,NA,0.589586999557865,"Go","Go",8,"Jeff Sims 1 Yd Run (Gavin Stewart Kick)",68
"69",401261245,"401261245101975704","Georgia Tech","Pittsburgh",1,"3:42",11,89,"7 - 3",0.489351651294349,0.606031244315365,0.541201259622424,"Punt","Punt",6.5,"Pressley Harvin III punt for 53 yds , DJ Turner returns for 8 yds to the Pitt 44",69
"70",401261245,"401261245102885707","Georgia Tech","Pittsburgh",2,"12:42",15,65,"7 - 6",0.428183964883015,0.553526417061449,0.478698038374671,"Punt","Punt",7.5,"Pressley Harvin III punt for 58 yds, fair catch by DJ Turner at the Pitt 7",70
"71",401261245,"401261245102905312","Georgia Tech","Pittsburgh",2,"10:46",9,40,"7 - 13",0.287620244116544,0.308527990019741,0.306324635041364,"Punt","Punt",0.2,"Pressley Harvin III punt for 37 yds, downed at the Pitt 3",71
"72",401261245,"401261245103854905","Georgia Tech","Pittsburgh",3,"15:50",3,74,"7 - 16",0.107665027591283,0.168486510290236,0.148330158580175,"Punt","Punt",2,"Pressley Harvin III punt for 54 yds, downed at the Pitt 20",72
"73",401261245,"401261245103917407","Georgia Tech","Pittsburgh",3,"8:25",8,73,"7 - 23",0.0276757425017636,0.0457657185531175,0.0405539956916047,"Punt","Punt",0.5,"Pressley Harvin III punt for 53 yds, fair catch by DJ Turner at the Pitt 20",73
"74",401261245,"401261245104929403","Georgia Tech","Pittsburgh",4,"7:05",8,38,"13 - 26",0.0448388545436244,0.0442009612954885,0.0617242262495633,"Go","Go",1.7,"Jeff Sims pass complete to Jamious Griffin for 16 yds to the Pitt 22 for a 1ST down",74
"75",401261245,"401261245104979913","Georgia Tech","Pittsburgh",4,"2:00",6,21,"20 - 34",0.00420545669472489,NA,0.00791730190520088,"Go","Go",0.4,"Jordan Yates pass complete to Jerry Howard Jr. for 8 yds to the Pitt 13 for a 1ST down",75
